求人ID,自社ID,賞与,給与,仕事内容
112215,,"温かい雰囲気の幼稚園です☆扶養内可能！パートの先生を募集しています♪",1000円～,"
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112216,,近鉄「今里駅」から近くの幼稚園で、正職員の先生を募集しています♪♪,"190,000円～","年2回　4ケ月分
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112217,,近鉄「今里駅」から近くの幼稚園で、パートの先生を募集しています♪♪,1000円～,"
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112218,,"近鉄「今里駅」から近くの幼稚園で、パートの先生を募集しています♪♪扶養内勤務可能です！",1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112219,,小規模保育園！！0～2歳児の乳児園♪勤務時間が短く、プライベート充実間違いなし(^^),"月給180,000円以上～","お問い合わせください
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112220,,【人気の駅近！】主婦の方注目！！扶養内で働けるパートのお仕事です♪♪,時給900円以上~,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112221,,嬉しい土日休み♪駅チカで通勤もラクラク♪♪,月給19万円以上～,"年2回・3ヶ月
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112222,,大人気★院内保育のお仕事です★少人数の子どもたちとじっくり関わっていただけますよ♪♪,152600円,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112223,,高時給1200円！！【★少人数園児★】人気の院内保育のお仕事です♪,1200円,"
昇給,年末年始休暇,産前産後休暇,慶弔休暇"
112224,,駅から徒歩3分！人気の少人数・院内保育で派遣としてお仕事しませんか♪,"時給1,000円","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112225,,未経験者も大歓迎☆★認可保育園で正職員のお仕事です♪,"180,000円～","あり
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112226,,!!急募!!　☆★保育園でのフルタイムのパートさん募集中！★☆,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112227,,扶養内パートOK！！幼稚園でパートの先生の募集しています?,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112228,,パート勤務の募集です！！フルタイムでしっかりと働くことができます?,1100円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112229,,正職員の募集です！！研修体制もしっかりされているので安心して働くことができます?,"187,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112230,,【短時間パート】年齢･経験不問☆彡預かり保育のお仕事です(^O^)／【高時給】,"時給1,000円～","
昇給,交通費支給,年末年始休暇,慶弔休暇"
112231,,駅近！雨の日もラクラク通勤の保育園で正職員のお仕事です☆★,"181,300円","年3回　4.8ヶ月
賞与,交通費支給,年末年始休暇"
112232,,短時間勤務ＯＫ☆預かり保育のお仕事です☆,"時給1,000円以上～","
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112233,,☆短時間勤務ＯＫ・預かり保育のお仕事です☆,時給900円以上～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112234,,【急募中！！】　駅近！土日祝休み☆未経験者歓迎！,"時給1,000円以上～","なし
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112235,,な、なんと嬉しい賞与4ヶ月☆★　保育所での正社員のお仕事です！,18万円以上～,"年2回・4ヶ月
昇給,交通費支給,駐車場あり,年末年始休暇,育児休暇"
112236,,★☆年齢・経験不問☆★　駅チカ徒歩4分で、通勤もラクラク♪,月給20万円以上～,"あり
賞与,昇給,交通費支給,駐車場あり,家賃補助あり,年末年始休暇,慶弔休暇"
112237,,"☆★経験不問★☆短時間勤務可能！パートでのお仕事です?","時給1,000円以上~","
昇給,交通費支給,年末年始休暇,慶弔休暇"
112238,,正社員の募集です☆★明るくて元気な先生をお待ちしています♪,"180,000円～","年2回　4ヶ月分
賞与,昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112239,,アットホームな雰囲気が売りの保育園！未経験者もブランクある方も大歓迎♪,時給900円～,"
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112240,,☆★保育園でのフルタイムの派遣さん募集中！★☆,"時給1,000円～","
昇給,交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112241,,フルタイムパート募集中！！未経験者歓迎☆★残業なしの保育園です♪,時給900円～,"
交通費支給,年末年始休暇,夏季休暇,慶弔休暇"
112242,,フルタイムパート募集中！！好待遇な保育園求人です♪,"時給1,000円以上~","
昇給,交通費支給,年末年始休暇,慶弔休暇"
112243,,正職員の先生募集中！！好待遇な保育園求人です♪,"180,000円～","4ケ月以上～
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112244,,駅から徒歩3分！！アクセス良好☆通勤ラクラクの幼稚園でパートの募集です?,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112245,,駅から徒歩3分！！アクセス良好☆通勤ラクラクの幼稚園で正職員の募集です?,"192,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112246,,駅から徒歩3分！！アクセス良好☆通勤ラクラクの幼稚園でパートの募集です?,1100円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112247,,市営地下鉄「今福鶴見駅」からすぐの保育園です?正職員の先生を募集しています！,"180,000円～","年2回　4ヶ月分
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112248,,市営地下鉄「今福鶴見駅」からすぐの保育園です?パートの先生を募集しています！,時給1150円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112249,,市営地下鉄「今福鶴見駅」からすぐの保育園です?短時間パートの先生を募集しています！,時給950円～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112250,,"森ノ宮駅・緑橋駅どちらもアクセス可能です?フルタイムパートの先生を募集しています(*^_^*)！",時給1100円,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112251,,"森ノ宮駅・緑橋駅どちらもアクセス可能です?正職員の先生を募集しています(*^_^*)！","180,000円","年2回　4か月分
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112252,,"森ノ宮駅・緑橋駅どちらもアクセス可能です?短時間パートの先生を募集しています(*^_^*)！",時給1100円,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112253,,駅から徒歩7分！駅チカの保育園でパートの先生を募集しています?,1100円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112254,,駅から徒歩7分！駅チカの保育園で正職員の先生を募集しています?,"190,000円～","年2回　3.5か月分
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112255,,駅から徒歩7分！駅チカの保育園でパートの先生を募集しています?,1100円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112256,,駅チカなので通勤もらくらく?きれいな保育園で、正職員の先生を募集しています☆,"179,000円～","年2回　
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112257,,駅チカなので通勤もらくらく?きれいな保育園で、パートの先生を募集しています☆,1100円～,"年2回　
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112258,,駅チカなので通勤もらくらく?きれいな保育園で、パートの先生を募集しています☆,1100円～,"年2回　
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112259,,★駅チカ保育園にて正社員保育士大募集★賞与4.3ヶ月分の高待遇！！,"月給170,500円～","4.3ヶ月分
昇給,交通費支給,年末年始休暇,慶弔休暇"
112260,,高給与！！駅チカ★☆保育園のお仕事です♪,"183,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112261,,駅チカ☆★高給与！！保育園でのお仕事です♪,時給900円以上～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112262,,駅チカ☆★高給与！！保育園でのお仕事です♪,"1,000円～","
昇給,交通費支給,年末年始休暇,慶弔休暇"
112263,,★☆駅チカ☆★フルタイム勤務！正社員の募集です?,"月給180,000円以上～","お問い合わせください
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112264,,"固定勤務可能！！残業なし☆★経験・年齢一切問いません♪",月給17万6000円以上~,"2ヶ月
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112265,,"【急募！！！】固定勤務可能！！残業なし☆★経験・年齢一切問いません♪",月給17万6000円以上~,"2ヶ月
賞与,昇給,交通費支給,年末年始休暇,慶弔休暇"
112266,,御堂筋線「北畠駅」から近くの幼稚園で、正職員の先生を募集しています♪♪,"188,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112267,,御堂筋線「北畠駅」から近くの幼稚園で、フルタイムパートの先生を募集しています♪♪,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112268,,御堂筋線「北畠駅」から近くの幼稚園で、パートの先生を募集しています♪♪,1000円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112269,,幼稚園で正職員の先生を募集しています?,"189,000円～","年2回
賞与,昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112270,,幼稚園でパートの先生を募集しています?,1100円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112271,,幼稚園でパートの先生を募集しています?扶養内勤務OK！,1100円～,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112272,,大人気☆★駅近の保育園で固定時間勤務ができるお仕事です♪,時給1000円?,"
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112273,,正社員・パートの募集！住吉区の園庭のある保育園でのお仕事です★,"180,000円","200,000円
賞与,昇給,交通費支給,年末年始休暇"
112274,,阪和線長居駅から徒歩5分☆,1000円～,"
昇給,交通費支給,年末年始休暇,育児休暇,産前産後休暇,慶弔休暇"
112275,,にぎやかな幼稚園で正社員での募集です♪,月給183000円以上~,"年2回
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
112276,,子どもたちに栄養満点のご飯作ってくださる方大募集！★週2日～の調理師さんのお仕事です★,時給1000円以上～,"
昇給,交通費支給,年末年始休暇,慶弔休暇"
112277,,派遣さん大募集～！【★年齢･経験不問★】園児数少な目の園です♪,"時給1,000円","
昇給,交通費支給,年末年始休暇,産前産後休暇,慶弔休暇"
